SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,CENSUS2010POP,POPESTIMATE2019
50,3,6,47,63,Tennessee,Hamblen County,62544,64934
50,3,6,47,65,Tennessee,Hamilton County,336463,367804
50,3,6,47,67,Tennessee,Hancock County,6819,6620
50,3,6,47,69,Tennessee,Hardeman County,27253,25050
50,3,6,47,71,Tennessee,Hardin County,26026,25652
50,3,6,47,73,Tennessee,Hawkins County,56833,56786
50,3,6,47,75,Tennessee,Haywood County,18787,17304
50,3,6,47,77,Tennessee,Henderson County,27769,28117
50,3,6,47,79,Tennessee,Henry County,32330,32345
50,3,6,47,81,Tennessee,Hickman County,24690,25178
50,3,6,47,83,Tennessee,Houston County,8426,8201
50,3,6,47,85,Tennessee,Humphreys County,18538,18582
50,3,6,47,87,Tennessee,Jackson County,11638,11786
50,3,6,47,89,Tennessee,Jefferson County,51407,54495
50,3,6,47,91,Tennessee,Johnson County,18244,17788
50,3,6,47,93,Tennessee,Knox County,432226,470313
50,3,6,47,95,Tennessee,Lake County,7832,7016
50,3,6,47,97,Tennessee,Lauderdale County,27815,25633
50,3,6,47,99,Tennessee,Lawrence County,41869,44142
50,3,6,47,101,Tennessee,Lewis County,12161,12268
50,3,6,47,103,Tennessee,Lincoln County,33361,34366
50,3,6,47,105,Tennessee,Loudon County,48556,54068
50,3,6,47,107,Tennessee,McMinn County,52266,53794
50,3,6,47,109,Tennessee,McNairy County,26075,25694
50,3,6,47,111,Tennessee,Macon County,22248,24602
50,3,6,47,113,Tennessee,Madison County,98294,97984
50,3,6,47,115,Tennessee,Marion County,28237,28907
50,3,6,47,117,Tennessee,Marshall County,30617,34375
50,3,6,47,119,Tennessee,Maury County,80956,96387
50,3,6,47,121,Tennessee,Meigs County,11753,12422
50,3,6,47,123,Tennessee,Monroe County,44519,46545
50,3,6,47,125,Tennessee,Montgomery County,172331,208993
50,3,6,47,127,Tennessee,Moore County,6362,6488
50,3,6,47,129,Tennessee,Morgan County,21987,21403
50,3,6,47,131,Tennessee,Obion County,31807,30069
50,3,6,47,133,Tennessee,Overton County,22083,22241
50,3,6,47,135,Tennessee,Perry County,7915,8076
50,3,6,47,137,Tennessee,Pickett County,5077,5048
50,3,6,47,139,Tennessee,Polk County,16825,16832
50,3,6,47,141,Tennessee,Putnam County,72321,80245
50,3,6,47,143,Tennessee,Rhea County,31809,33167
50,3,6,47,145,Tennessee,Roane County,54181,53382
50,3,6,47,147,Tennessee,Robertson County,66283,71813
50,3,6,47,149,Tennessee,Rutherford County,262604,332285
50,3,6,47,151,Tennessee,Scott County,22228,22068
50,3,6,47,153,Tennessee,Sequatchie County,14112,15026
50,3,6,47,155,Tennessee,Sevier County,89889,98250
50,3,6,47,157,Tennessee,Shelby County,927644,937166
50,3,6,47,159,Tennessee,Smith County,19166,20157
50,3,6,47,161,Tennessee,Stewart County,13324,13715
50,3,6,47,163,Tennessee,Sullivan County,156823,158348
50,3,6,47,165,Tennessee,Sumner County,160645,191283
50,3,6,47,167,Tennessee,Tipton County,61081,61599
50,3,6,47,169,Tennessee,Trousdale County,7870,11284
50,3,6,47,171,Tennessee,Unicoi County,18313,17883
50,3,6,47,173,Tennessee,Union County,19109,19972
50,3,6,47,175,Tennessee,Van Buren County,5548,5872
50,3,6,47,177,Tennessee,Warren County,39839,41277
50,3,6,47,179,Tennessee,Washington County,122979,129375
50,3,6,47,181,Tennessee,Wayne County,17021,16673
50,3,6,47,183,Tennessee,Weakley County,35021,33328
50,3,6,47,185,Tennessee,White County,25841,27345
50,3,6,47,187,Tennessee,Williamson County,183182,238412
50,3,6,47,189,Tennessee,Wilson County,113993,144657
40,3,7,48,0,Texas,Texas,25145561,28995881
50,3,7,48,1,Texas,Anderson County,58458,57735
50,3,7,48,3,Texas,Andrews County,14786,18705
50,3,7,48,5,Texas,Angelina County,86771,86715
50,3,7,48,7,Texas,Aransas County,23158,23510
50,3,7,48,9,Texas,Archer County,9054,8553
50,3,7,48,11,Texas,Armstrong County,1901,1887
50,3,7,48,13,Texas,Atascosa County,44911,51153
50,3,7,48,15,Texas,Austin County,28417,30032
50,3,7,48,17,Texas,Bailey County,7165,7000
50,3,7,48,19,Texas,Bandera County,20485,23112
50,3,7,48,21,Texas,Bastrop County,74171,88723
50,3,7,48,23,Texas,Baylor County,3726,3509
50,3,7,48,25,Texas,Bee County,31861,32565
50,3,7,48,27,Texas,Bell County,310235,362924
50,3,7,48,29,Texas,Bexar County,1714773,2003554
50,3,7,48,31,Texas,Blanco County,10497,11931
50,3,7,48,33,Texas,Borden County,641,654
50,3,7,48,35,Texas,Bosque County,18212,18685
50,3,7,48,37,Texas,Bowie County,92565,93245
50,3,7,48,39,Texas,Brazoria County,313166,374264
50,3,7,48,41,Texas,Brazos County,194851,229211
50,3,7,48,43,Texas,Brewster County,9232,9203
50,3,7,48,45,Texas,Briscoe County,1637,1546
50,3,7,48,47,Texas,Brooks County,7223,7093
50,3,7,48,49,Texas,Brown County,38106,37864
50,3,7,48,51,Texas,Burleson County,17187,18443
50,3,7,48,53,Texas,Burnet County,42750,48155
50,3,7,48,55,Texas,Caldwell County,38066,43664
50,3,7,48,57,Texas,Calhoun County,21381,21290
50,3,7,48,59,Texas,Callahan County,13544,13943
50,3,7,48,61,Texas,Cameron County,406220,423163
50,3,7,48,63,Texas,Camp County,12401,13094
50,3,7,48,65,Texas,Carson County,6182,5926
50,3,7,48,67,Texas,Cass County,30464,30026
50,3,7,48,69,Texas,Castro County,8062,7530
50,3,7,48,71,Texas,Chambers County,35096,43837
50,3,7,48,73,Texas,Cherokee County,50845,52646
50,3,7,48,75,Texas,Childress County,7041,7306
50,3,7,48,77,Texas,Clay County,10752,10471
50,3,7,48,79,Texas,Cochran County,3127,2853
50,3,7,48,81,Texas,Coke County,3320,3387
50,3,7,48,83,Texas,Coleman County,8895,8175
50,3,7,48,85,Texas,Collin County,782341,1034730
50,3,7,48,87,Texas,Collingsworth County,3057,2920
50,3,7,48,89,Texas,Colorado County,20874,21493
50,3,7,48,91,Texas,Comal County,108472,156209
50,3,7,48,93,Texas,Comanche County,13974,13635
50,3,7,48,95,Texas,Concho County,4087,2726
50,3,7,48,97,Texas,Cooke County,38437,41257
50,3,7,48,99,Texas,Coryell County,75388,75951
50,3,7,48,101,Texas,Cottle County,1505,1398
50,3,7,48,103,Texas,Crane County,4375,4797
50,3,7,48,105,Texas,Crockett County,3719,3464
50,3,7,48,107,Texas,Crosby County,6059,5737
50,3,7,48,109,Texas,Culberson County,2398,2171
50,3,7,48,111,Texas,Dallam County,6703,7287
50,3,7,48,113,Texas,Dallas County,2368139,2635516
50,3,7,48,115,Texas,Dawson County,13833,12728
50,3,7,48,117,Texas,Deaf Smith County,19372,18546
50,3,7,48,119,Texas,Delta County,5231,5331
50,3,7,48,121,Texas,Denton County,662614,887207
50,3,7,48,123,Texas,DeWitt County,20097,20160
50,3,7,48,125,Texas,Dickens County,2444,2211
50,3,7,48,127,Texas,Dimmit County,9996,10124
50,3,7,48,129,Texas,Donley County,3677,3278
50,3,7,48,131,Texas,Duval County,11782,11157
50,3,7,48,133,Texas,Eastland County,18583,18360
50,3,7,48,135,Texas,Ector County,137130,166223
50,3,7,48,137,Texas,Edwards County,2002,1932
50,3,7,48,139,Texas,Ellis County,149610,184826
50,3,7,48,141,Texas,El Paso County,800647,839238
50,3,7,48,143,Texas,Erath County,37890,42698
50,3,7,48,145,Texas,Falls County,17866,17297
50,3,7,48,147,Texas,Fannin County,33915,35514
50,3,7,48,149,Texas,Fayette County,24554,25346
50,3,7,48,151,Texas,Fisher County,3974,3830
50,3,7,48,153,Texas,Floyd County,6446,5712
50,3,7,48,155,Texas,Foard County,1336,1155
50,3,7,48,157,Texas,Fort Bend County,585375,811688
50,3,7,48,159,Texas,Franklin County,10605,10725
50,3,7,48,161,Texas,Freestone County,19816,19717
50,3,7,48,163,Texas,Frio County,17217,20306
50,3,7,48,165,Texas,Gaines County,17526,21492
50,3,7,48,167,Texas,Galveston County,291309,342139
50,3,7,48,169,Texas,Garza County,6461,6229
50,3,7,48,171,Texas,Gillespie County,24837,26988
50,3,7,48,173,Texas,Glasscock County,1226,1409
50,3,7,48,175,Texas,Goliad County,7210,7658
50,3,7,48,177,Texas,Gonzales County,19807,20837
50,3,7,48,179,Texas,Gray County,22535,21886
50,3,7,48,181,Texas,Grayson County,120877,136212
50,3,7,48,183,Texas,Gregg County,121730,123945
50,3,7,48,185,Texas,Grimes County,26604,28880
50,3,7,48,187,Texas,Guadalupe County,131533,166847
50,3,7,48,189,Texas,Hale County,36273,33406
50,3,7,48,191,Texas,Hall County,3353,2964
50,3,7,48,193,Texas,Hamilton County,8517,8461
50,3,7,48,195,Texas,Hansford County,5613,5399
50,3,7,48,197,Texas,Hardeman County,4139,3933
50,3,7,48,199,Texas,Hardin County,54635,57602
50,3,7,48,201,Texas,Harris County,4092459,4713325
50,3,7,48,203,Texas,Harrison County,65631,66553
50,3,7,48,205,Texas,Hartley County,6062,5576
50,3,7,48,207,Texas,Haskell County,5899,5658
50,3,7,48,209,Texas,Hays County,157107,230191
50,3,7,48,211,Texas,Hemphill County,3807,3819
50,3,7,48,213,Texas,Henderson County,78532,82737
50,3,7,48,215,Texas,Hidalgo County,774769,868707
50,3,7,48,217,Texas,Hill County,35089,36649
50,3,7,48,219,Texas,Hockley County,22935,23021
50,3,7,48,221,Texas,Hood County,51182,61643
50,3,7,48,223,Texas,Hopkins County,35161,37084
50,3,7,48,225,Texas,Houston County,23732,22968
50,3,7,48,227,Texas,Howard County,35012,36664
50,3,7,48,229,Texas,Hudspeth County,3476,4886
50,3,7,48,231,Texas,Hunt County,86129,98594
50,3,7,48,233,Texas,Hutchinson County,22150,20938
50,3,7,48,235,Texas,Irion County,1599,1536
50,3,7,48,237,Texas,Jack County,9044,8935
50,3,7,48,239,Texas,Jackson County,14075,14760
50,3,7,48,241,Texas,Jasper County,35710,35529
50,3,7,48,243,Texas,Jeff Davis County,2342,2274
50,3,7,48,245,Texas,Jefferson County,252273,251565
50,3,7,48,247,Texas,Jim Hogg County,5300,5200
50,3,7,48,249,Texas,Jim Wells County,40838,40482
50,3,7,48,251,Texas,Johnson County,150934,175817
50,3,7,48,253,Texas,Jones County,20202,20083
50,3,7,48,255,Texas,Karnes County,14824,15601
50,3,7,48,257,Texas,Kaufman County,103350,136154
50,3,7,48,259,Texas,Kendall County,33410,47431
50,3,7,48,261,Texas,Kenedy County,416,404
50,3,7,48,263,Texas,Kent County,808,762
50,3,7,48,265,Texas,Kerr County,49625,52600
50,3,7,48,267,Texas,Kimble County,4607,4337
50,3,7,48,269,Texas,King County,286,272
50,3,7,48,271,Texas,Kinney County,3598,3667
50,3,7,48,273,Texas,Kleberg County,32061,30680
50,3,7,48,275,Texas,Knox County,3719,3664
50,3,7,48,277,Texas,Lamar County,49793,49859
50,3,7,48,279,Texas,Lamb County,13977,12893
50,3,7,48,281,Texas,Lampasas County,19677,21428
50,3,7,48,283,Texas,La Salle County,6886,7520
50,3,7,48,285,Texas,Lavaca County,19263,20154
50,3,7,48,287,Texas,Lee County,16612,17239
50,3,7,48,289,Texas,Leon County,16801,17404
50,3,7,48,291,Texas,Liberty County,75643,88219
50,3,7,48,293,Texas,Limestone County,23384,23437
50,3,7,48,295,Texas,Lipscomb County,3302,3233
50,3,7,48,297,Texas,Live Oak County,11531,12207
50,3,7,48,299,Texas,Llano County,19301,21795
50,3,7,48,301,Texas,Loving County,82,169
50,3,7,48,303,Texas,Lubbock County,278831,310569
50,3,7,48,305,Texas,Lynn County,5915,5951
50,3,7,48,307,Texas,McCulloch County,8283,7984
50,3,7,48,309,Texas,McLennan County,234906,256623
50,3,7,48,311,Texas,McMullen County,707,743
50,3,7,48,313,Texas,Madison County,13664,14284
50,3,7,48,315,Texas,Marion County,10546,9854
50,3,7,48,317,Texas,Martin County,4799,5771
50,3,7,48,319,Texas,Mason County,4012,4274
50,3,7,48,321,Texas,Matagorda County,36702,36643
50,3,7,48,323,Texas,Maverick County,54258,58722
50,3,7,48,325,Texas,Medina County,46006,51584
50,3,7,48,327,Texas,Menard County,2242,2138
50,3,7,48,329,Texas,Midland County,136872,176832
50,3,7,48,331,Texas,Milam County,24757,24823
50,3,7,48,333,Texas,Mills County,4936,4873
50,3,7,48,335,Texas,Mitchell County,9403,8545
50,3,7,48,337,Texas,Montague County,19719,19818
50,3,7,48,339,Texas,Montgomery County,455746,607391
50,3,7,48,341,Texas,Moore County,21904,20940
50,3,7,48,343,Texas,Morris County,12934,12388
50,3,7,48,345,Texas,Motley County,1210,1200
50,3,7,48,347,Texas,Nacogdoches County,64524,65204
50,3,7,48,349,Texas,Navarro County,47735,50113
50,3,7,48,351,Texas,Newton County,14445,13595
50,3,7,48,353,Texas,Nolan County,15216,14714
50,3,7,48,355,Texas,Nueces County,340223,362294
50,3,7,48,357,Texas,Ochiltree County,10223,9836
50,3,7,48,359,Texas,Oldham County,2052,2112
50,3,7,48,361,Texas,Orange County,81837,83396
50,3,7,48,363,Texas,Palo Pinto County,28111,29189
50,3,7,48,365,Texas,Panola County,23796,23194
50,3,7,48,367,Texas,Parker County,116927,142878
50,3,7,48,369,Texas,Parmer County,10269,9605
50,3,7,48,371,Texas,Pecos County,15507,15823
50,3,7,48,373,Texas,Polk County,45413,51353
50,3,7,48,375,Texas,Potter County,121073,117415
50,3,7,48,377,Texas,Presidio County,7818,6704
50,3,7,48,379,Texas,Rains County,10914,12514
50,3,7,48,381,Texas,Randall County,120725,137713
50,3,7,48,383,Texas,Reagan County,3367,3849
50,3,7,48,385,Texas,Real County,3309,3452
50,3,7,48,387,Texas,Red River County,12860,12023
50,3,7,48,389,Texas,Reeves County,13783,15976
50,3,7,48,391,Texas,Refugio County,7383,6948
50,3,7,48,393,Texas,Roberts County,929,854
50,3,7,48,395,Texas,Robertson County,16622,17074
50,3,7,48,397,Texas,Rockwall County,78337,104915
50,3,7,48,399,Texas,Runnels County,10501,10264
50,3,7,48,401,Texas,Rusk County,53330,54406
50,3,7,48,403,Texas,Sabine County,10834,10542
50,3,7,48,405,Texas,San Augustine County,8865,8237
50,3,7,48,407,Texas,San Jacinto County,26384,28859
50,3,7,48,409,Texas,San Patricio County,64804,66730
50,3,7,48,411,Texas,San Saba County,6131,6055
50,3,7,48,413,Texas,Schleicher County,3461,2793
50,3,7,48,415,Texas,Scurry County,16921,16703
50,3,7,48,417,Texas,Shackelford County,3378,3265
50,3,7,48,419,Texas,Shelby County,25448,25274
50,3,7,48,421,Texas,Sherman County,3034,3022
50,3,7,48,423,Texas,Smith County,209714,232751
50,3,7,48,425,Texas,Somervell County,8490,9128
50,3,7,48,427,Texas,Starr County,60968,64633
50,3,7,48,429,Texas,Stephens County,9630,9366
50,3,7,48,431,Texas,Sterling County,1143,1291
50,3,7,48,433,Texas,Stonewall County,1490,1350
50,3,7,48,435,Texas,Sutton County,4128,3776
50,3,7,48,437,Texas,Swisher County,7854,7397
50,3,7,48,439,Texas,Tarrant County,1809034,2102515
50,3,7,48,441,Texas,Taylor County,131506,138034
50,3,7,48,443,Texas,Terrell County,984,776
50,3,7,48,445,Texas,Terry County,12651,12337
50,3,7,48,447,Texas,Throckmorton County,1641,1501
50,3,7,48,449,Texas,Titus County,32334,32750
50,3,7,48,451,Texas,Tom Green County,110224,119200
50,3,7,48,453,Texas,Travis County,1024266,1273954
50,3,7,48,455,Texas,Trinity County,14585,14651
50,3,7,48,457,Texas,Tyler County,21766,21672
50,3,7,48,459,Texas,Upshur County,39309,41753
50,3,7,48,461,Texas,Upton County,3355,3657
50,3,7,48,463,Texas,Uvalde County,26405,26741
50,3,7,48,465,Texas,Val Verde County,48879,49025
50,3,7,48,467,Texas,Van Zandt County,52579,56590
50,3,7,48,469,Texas,Victoria County,86793,92084
50,3,7,48,471,Texas,Walker County,67861,72971
50,3,7,48,473,Texas,Waller County,43205,55246
50,3,7,48,475,Texas,Ward County,10658,11998
50,3,7,48,477,Texas,Washington County,33718,35882
50,3,7,48,479,Texas,Webb County,250304,276652
50,3,7,48,481,Texas,Wharton County,41280,41556
50,3,7,48,483,Texas,Wheeler County,5410,5056
50,3,7,48,485,Texas,Wichita County,131500,132230
50,3,7,48,487,Texas,Wilbarger County,13535,12769
50,3,7,48,489,Texas,Willacy County,22134,21358
50,3,7,48,491,Texas,Williamson County,422679,590551
50,3,7,48,493,Texas,Wilson County,42918,51070
50,3,7,48,495,Texas,Winkler County,7110,8010
50,3,7,48,497,Texas,Wise County,59127,69984
50,3,7,48,499,Texas,Wood County,41964,45539
50,3,7,48,501,Texas,Yoakum County,7879,8713
50,3,7,48,503,Texas,Young County,18550,18010
50,3,7,48,505,Texas,Zapata County,14018,14179
50,3,7,48,507,Texas,Zavala County,11677,11840
40,4,8,49,0,Utah,Utah,2763885,3205958
50,4,8,49,1,Utah,Beaver County,6629,6710
50,4,8,49,3,Utah,Box Elder County,49975,56046
50,4,8,49,5,Utah,Cache County,112656,128289
50,4,8,49,7,Utah,Carbon County,21403,20463
50,4,8,49,9,Utah,Daggett County,1059,950
50,4,8,49,11,Utah,Davis County,306479,355481
50,4,8,49,13,Utah,Duchesne County,18607,19938
50,4,8,49,15,Utah,Emery County,10976,10012
50,4,8,49,17,Utah,Garfield County,5172,5051
50,4,8,49,19,Utah,Grand County,9225,9754
50,4,8,49,21,Utah,Iron County,46163,54839
50,4,8,49,23,Utah,Juab County,10246,12017
50,4,8,49,25,Utah,Kane County,7125,7886
50,4,8,49,27,Utah,Millard County,12503,13188
50,4,8,49,29,Utah,Morgan County,9469,12124
50,4,8,49,31,Utah,Piute County,1556,1479
50,4,8,49,33,Utah,Rich County,2264,2483
50,4,8,49,35,Utah,Salt Lake County,1029655,1160437
50,4,8,49,37,Utah,San Juan County,14746,15308
50,4,8,49,39,Utah,Sanpete County,27822,30939
50,4,8,49,41,Utah,Sevier County,20802,21620
50,4,8,49,43,Utah,Summit County,36324,42145
50,4,8,49,45,Utah,Tooele County,58218,72259
50,4,8,49,47,Utah,Uintah County,32588,35734
50,4,8,49,49,Utah,Utah County,516564,636235
50,4,8,49,51,Utah,Wasatch County,23530,34091
50,4,8,49,53,Utah,Washington County,138115,177556
50,4,8,49,55,Utah,Wayne County,2778,2711
50,4,8,49,57,Utah,Weber County,231236,260213
40,1,1,50,0,Vermont,Vermont,625741,623989
50,1,1,50,1,Vermont,Addison County,36821,36777
50,1,1,50,3,Vermont,Bennington County,37125,35470
50,1,1,50,5,Vermont,Caledonia County,31227,29993
50,1,1,50,7,Vermont,Chittenden County,156545,163774
50,1,1,50,9,Vermont,Essex County,6306,6163
50,1,1,50,11,Vermont,Franklin County,47746,49402
50,1,1,50,13,Vermont,Grand Isle County,6970,7235
50,1,1,50,15,Vermont,Lamoille County,24475,25362
50,1,1,50,17,Vermont,Orange County,28936,28892
50,1,1,50,19,Vermont,Orleans County,27231,27037
50,1,1,50,21,Vermont,Rutland County,61642,58191
50,1,1,50,23,Vermont,Washington County,59534,58409
50,1,1,50,25,Vermont,Windham County,44513,42222
50,1,1,50,27,Vermont,Windsor County,56670,55062
40,3,5,51,0,Virginia,Virginia,8001024,8535519
50,3,5,51,1,Virginia,Accomack County,33164,32316
50,3,5,51,3,Virginia,Albemarle County,98970,109330
50,3,5,51,5,Virginia,Alleghany County,16250,14860
50,3,5,51,7,Virginia,Amelia County,12690,13145
50,3,5,51,9,Virginia,Amherst County,32353,31605
50,3,5,51,11,Virginia,Appomattox County,14973,15911
50,3,5,51,13,Virginia,Arlington County,207627,236842
50,3,5,51,15,Virginia,Augusta County,73750,75558
50,3,5,51,17,Virginia,Bath County,4731,4147
50,3,5,51,19,Virginia,Bedford County,68676,78997
50,3,5,51,21,Virginia,Bland County,6824,6280
50,3,5,51,23,Virginia,Botetourt County,33148,33419
50,3,5,51,25,Virginia,Brunswick County,17434,16231
50,3,5,51,27,Virginia,Buchanan County,24098,21004
50,3,5,51,29,Virginia,Buckingham County,17146,17148
50,3,5,51,31,Virginia,Campbell County,54842,54885
50,3,5,51,33,Virginia,Caroline County,28545,30725
50,3,5,51,35,Virginia,Carroll County,30042,29791
50,3,5,51,36,Virginia,Charles City County,7256,6963
50,3,5,51,37,Virginia,Charlotte County,12586,11880
50,3,5,51,41,Virginia,Chesterfield County,316236,352802
50,3,5,51,43,Virginia,Clarke County,14034,14619
50,3,5,51,45,Virginia,Craig County,5190,5131
50,3,5,51,47,Virginia,Culpeper County,46689,52605
50,3,5,51,49,Virginia,Cumberland County,10052,9932
50,3,5,51,51,Virginia,Dickenson County,15903,14318
50,3,5,51,53,Virginia,Dinwiddie County,28001,28544
50,3,5,51,57,Virginia,Essex County,11151,10953
50,3,5,51,59,Virginia,Fairfax County,1081726,1147532
50,3,5,51,61,Virginia,Fauquier County,65203,71222
50,3,5,51,63,Virginia,Floyd County,15279,15749
50,3,5,51,65,Virginia,Fluvanna County,25691,27270
50,3,5,51,67,Virginia,Franklin County,56159,56042
50,3,5,51,69,Virginia,Frederick County,78305,89313
50,3,5,51,71,Virginia,Giles County,17286,16720
50,3,5,51,73,Virginia,Gloucester County,36858,37348
50,3,5,51,75,Virginia,Goochland County,21717,23753
50,3,5,51,77,Virginia,Grayson County,15533,15550
50,3,5,51,79,Virginia,Greene County,18403,19819
50,3,5,51,81,Virginia,Greensville County,12243,11336
50,3,5,51,83,Virginia,Halifax County,36241,33911
50,3,5,51,85,Virginia,Hanover County,99863,107766
50,3,5,51,87,Virginia,Henrico County,306935,330818
50,3,5,51,89,Virginia,Henry County,54151,50557
50,3,5,51,91,Virginia,Highland County,2321,2190
50,3,5,51,93,Virginia,Isle of Wight County,35270,37109
50,3,5,51,95,Virginia,James City County,67009,76523
50,3,5,51,97,Virginia,King and Queen County,6945,7025
50,3,5,51,99,Virginia,King George County,23584,26836
50,3,5,51,101,Virginia,King William County,15935,17148
50,3,5,51,103,Virginia,Lancaster County,11391,10603
50,3,5,51,105,Virginia,Lee County,25587,23423
50,3,5,51,107,Virginia,Loudoun County,312311,413538
50,3,5,51,109,Virginia,Louisa County,33153,37591
50,3,5,51,111,Virginia,Lunenburg County,12914,12196
50,3,5,51,113,Virginia,Madison County,13308,13261
50,3,5,51,115,Virginia,Mathews County,8978,8834
50,3,5,51,117,Virginia,Mecklenburg County,32727,30587
50,3,5,51,119,Virginia,Middlesex County,10959,10582
50,3,5,51,121,Virginia,Montgomery County,94392,98535
50,3,5,51,125,Virginia,Nelson County,15020,14930
50,3,5,51,127,Virginia,New Kent County,18429,23091
50,3,5,51,131,Virginia,Northampton County,12389,11710
50,3,5,51,133,Virginia,Northumberland County,12330,12095
50,3,5,51,135,Virginia,Nottoway County,15853,15232
50,3,5,51,137,Virginia,Orange County,33481,37051
50,3,5,51,139,Virginia,Page County,24042,23902
50,3,5,51,141,Virginia,Patrick County,18490,17608
50,3,5,51,143,Virginia,Pittsylvania County,63506,60354
50,3,5,51,145,Virginia,Powhatan County,28046,29652
50,3,5,51,147,Virginia,Prince Edward County,23368,22802
50,3,5,51,149,Virginia,Prince George County,35725,38353
50,3,5,51,153,Virginia,Prince William County,402002,470335
50,3,5,51,155,Virginia,Pulaski County,34872,34027
50,3,5,51,157,Virginia,Rappahannock County,7373,7370
50,3,5,51,159,Virginia,Richmond County,9254,9023
50,3,5,51,161,Virginia,Roanoke County,92376,94186
50,3,5,51,163,Virginia,Rockbridge County,22307,22573
50,3,5,51,165,Virginia,Rockingham County,76314,81948
50,3,5,51,167,Virginia,Russell County,28897,26586
50,3,5,51,169,Virginia,Scott County,23177,21566
50,3,5,51,171,Virginia,Shenandoah County,41993,43616
50,3,5,51,173,Virginia,Smyth County,32208,30104
50,3,5,51,175,Virginia,Southampton County,18570,17631
50,3,5,51,177,Virginia,Spotsylvania County,122397,136215
50,3,5,51,179,Virginia,Stafford County,128961,152882
50,3,5,51,181,Virginia,Surry County,7058,6422
50,3,5,51,183,Virginia,Sussex County,12087,11159
50,3,5,51,185,Virginia,Tazewell County,45078,40595
50,3,5,51,187,Virginia,Warren County,37575,40164
50,3,5,51,191,Virginia,Washington County,54876,53740
50,3,5,51,193,Virginia,Westmoreland County,17454,18015
50,3,5,51,195,Virginia,Wise County,41452,37383
50,3,5,51,197,Virginia,Wythe County,29235,28684
50,3,5,51,199,Virginia,York County,65464,68280
50,3,5,51,510,Virginia,Alexandria city,139966,159428
50,3,5,51,520,Virginia,Bristol city,17835,16762
50,3,5,51,530,Virginia,Buena Vista city,6650,6478
50,3,5,51,540,Virginia,Charlottesville city,43475,47266
50,3,5,51,550,Virginia,Chesapeake city,222209,244835
50,3,5,51,570,Virginia,Colonial Heights city,17411,17370
50,3,5,51,580,Virginia,Covington city,5961,5538
50,3,5,51,590,Virginia,Danville city,43055,40044
50,3,5,51,595,Virginia,Emporia city,5927,5346
50,3,5,51,600,Virginia,Fairfax city,22565,24019
50,3,5,51,610,Virginia,Falls Church city,12332,14617
50,3,5,51,620,Virginia,Franklin city,8582,7967
50,3,5,51,630,Virginia,Fredericksburg city,24286,29036
50,3,5,51,640,Virginia,Galax city,7042,6347
50,3,5,51,650,Virginia,Hampton city,137436,134510
50,3,5,51,660,Virginia,Harrisonburg city,48914,53016
50,3,5,51,670,Virginia,Hopewell city,22591,22529
50,3,5,51,678,Virginia,Lexington city,7042,7446
50,3,5,51,680,Virginia,Lynchburg city,75568,82168
50,3,5,51,683,Virginia,Manassas city,37821,41085
50,3,5,51,685,Virginia,Manassas Park city,14273,17478
50,3,5,51,690,Virginia,Martinsville city,13821,12554
50,3,5,51,700,Virginia,Newport News city,180719,179225
50,3,5,51,710,Virginia,Norfolk city,242803,242742
50,3,5,51,720,Virginia,Norton city,3958,3981
50,3,5,51,730,Virginia,Petersburg city,32420,31346
50,3,5,51,735,Virginia,Poquoson city,12150,12271
50,3,5,51,740,Virginia,Portsmouth city,95535,94398
50,3,5,51,750,Virginia,Radford city,16408,18249
50,3,5,51,760,Virginia,Richmond city,204214,230436
50,3,5,51,770,Virginia,Roanoke city,97032,99143
50,3,5,51,775,Virginia,Salem city,24802,25301
50,3,5,51,790,Virginia,Staunton city,23746,24932
50,3,5,51,800,Virginia,Suffolk city,84585,92108
50,3,5,51,810,Virginia,Virginia Beach city,437994,449974
50,3,5,51,820,Virginia,Waynesboro city,21006,22630
50,3,5,51,830,Virginia,Williamsburg city,14068,14954
50,3,5,51,840,Virginia,Winchester city,26203,28078
40,4,9,53,0,Washington,Washington,6724540,7614893
50,4,9,53,1,Washington,Adams County,18728,19983
50,4,9,53,3,Washington,Asotin County,21623,22582
50,4,9,53,5,Washington,Benton County,175177,204390
50,4,9,53,7,Washington,Chelan County,72453,77200
50,4,9,53,9,Washington,Clallam County,71404,77331
50,4,9,53,11,Washington,Clark County,425363,488241
50,4,9,53,13,Washington,Columbia County,4078,3985
50,4,9,53,15,Washington,Cowlitz County,102410,110593
50,4,9,53,17,Washington,Douglas County,38431,43429
50,4,9,53,19,Washington,Ferry County,7551,7627
50,4,9,53,21,Washington,Franklin County,78163,95222
50,4,9,53,23,Washington,Garfield County,2266,2225
50,4,9,53,25,Washington,Grant County,89120,97733
50,4,9,53,27,Washington,Grays Harbor County,72797,75061
50,4,9,53,29,Washington,Island County,78506,85141
50,4,9,53,31,Washington,Jefferson County,29872,32221
50,4,9,53,33,Washington,King County,1931249,2252782
50,4,9,53,35,Washington,Kitsap County,251133,271473
50,4,9,53,37,Washington,Kittitas County,40915,47935
50,4,9,53,39,Washington,Klickitat County,20318,22425
50,4,9,53,41,Washington,Lewis County,75455,80707
50,4,9,53,43,Washington,Lincoln County,10570,10939
50,4,9,53,45,Washington,Mason County,60699,66768
50,4,9,53,47,Washington,Okanogan County,41120,42243
